roi_policy,fov_id,dataset,gt_signed_um,pred_signed_um,abs_error_um,qualitative_panel_path
random_k@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_3.png,pbs,-4.5,0.5535507202148438,5.053550720214844,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=1/FieldPos404_Cam01_RGB_MB_page_3.png
random_k@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos321_Cam01_RGB_MB/FieldPos321_Cam01_RGB_MB_page_13.png,pbs,-0.0,4.871485233306885,4.871485233306885,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=1/FieldPos321_Cam01_RGB_MB_page_13.png
random_k@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_10.png,pbs,-1.0,3.756370782852173,4.756370782852173,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=1/FieldPos404_Cam01_RGB_MB_page_10.png
random_k@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_8.png,pbs,-2.0,2.645751476287842,4.645751476287842,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=1/FieldPos404_Cam01_RGB_MB_page_8.png
random_k@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_4.png,pbs,-4.0,0.610536515712738,4.610536515712738,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=1/FieldPos404_Cam01_RGB_MB_page_4.png
random_k@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_3.png,pbs,-4.5,0.41932734847068787,4.919327348470688,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=3/FieldPos404_Cam01_RGB_MB_page_3.png
random_k@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_8.png,pbs,-2.0,2.8685250282287598,4.86852502822876,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=3/FieldPos404_Cam01_RGB_MB_page_8.png
random_k@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_5.png,pbs,-3.5,1.1094460487365723,4.609446048736572,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=3/FieldPos404_Cam01_RGB_MB_page_5.png
random_k@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_9.png,pbs,-1.5,3.044314384460449,4.544314384460449,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=3/FieldPos404_Cam01_RGB_MB_page_9.png
random_k@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_4.png,pbs,-4.0,0.5428613424301147,4.542861342430115,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=3/FieldPos404_Cam01_RGB_MB_page_4.png
random_k@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_6.png,pbs,-3.0,1.4873729944229126,4.487372994422913,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=3/FieldPos404_Cam01_RGB_MB_page_6.png
random_k@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_12.png,pbs,-0.0,4.470519065856934,4.470519065856934,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=3/FieldPos404_Cam01_RGB_MB_page_12.png
random_k@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_10.png,pbs,-1.0,3.470017910003662,4.470017910003662,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=3/FieldPos404_Cam01_RGB_MB_page_10.png
random_k@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_11.png,pbs,-0.5,3.9164092540740967,4.416409254074097,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=3/FieldPos404_Cam01_RGB_MB_page_11.png
random_k@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_7.png,pbs,-2.5,1.9045593738555908,4.404559373855591,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=3/FieldPos404_Cam01_RGB_MB_page_7.png
random_k@k=5,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_12.png,pbs,-0.0,4.66353702545166,4.66353702545166,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=5/FieldPos404_Cam01_RGB_MB_page_12.png
random_k@k=5,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos321_Cam01_RGB_MB/FieldPos321_Cam01_RGB_MB_page_13.png,pbs,-0.0,4.628451824188232,4.628451824188232,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=5/FieldPos321_Cam01_RGB_MB_page_13.png
random_k@k=5,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_9.png,pbs,-1.5,3.1047821044921875,4.6047821044921875,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=5/FieldPos404_Cam01_RGB_MB_page_9.png
random_k@k=5,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_6.png,pbs,-3.0,1.5779492855072021,4.577949285507202,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=5/FieldPos404_Cam01_RGB_MB_page_6.png
random_k@k=5,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_4.png,pbs,-4.0,0.4961612820625305,4.4961612820625305,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=5/FieldPos404_Cam01_RGB_MB_page_4.png
random_k@k=5,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_10.png,pbs,-1.0,3.4602949619293213,4.460294961929321,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=5/FieldPos404_Cam01_RGB_MB_page_10.png
random_k@k=5,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_5.png,pbs,-3.5,0.9220055341720581,4.422005534172058,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=5/FieldPos404_Cam01_RGB_MB_page_5.png
random_k@k=5,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_7.png,pbs,-2.5,1.9090697765350342,4.409069776535034,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=5/FieldPos404_Cam01_RGB_MB_page_7.png
random_k@k=5,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_11.png,pbs,-0.5,3.906233072280884,4.406233072280884,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=5/FieldPos404_Cam01_RGB_MB_page_11.png
random_k@k=5,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_8.png,pbs,-2.0,2.3320460319519043,4.332046031951904,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=5/FieldPos404_Cam01_RGB_MB_page_8.png
random_k@k=7,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_6.png,pbs,-3.0,1.6325749158859253,4.632574915885925,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=7/FieldPos404_Cam01_RGB_MB_page_6.png
random_k@k=7,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_11.png,pbs,-0.5,4.113437175750732,4.613437175750732,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=7/FieldPos404_Cam01_RGB_MB_page_11.png
random_k@k=7,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos321_Cam01_RGB_MB/FieldPos321_Cam01_RGB_MB_page_13.png,pbs,-0.0,4.522624492645264,4.522624492645264,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=7/FieldPos321_Cam01_RGB_MB_page_13.png
random_k@k=7,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_9.png,pbs,-1.5,2.985764980316162,4.485764980316162,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=7/FieldPos404_Cam01_RGB_MB_page_9.png
random_k@k=7,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_4.png,pbs,-4.0,0.48455899953842163,4.484558999538422,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=7/FieldPos404_Cam01_RGB_MB_page_4.png
random_k@k=7,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_8.png,pbs,-2.0,2.446437358856201,4.446437358856201,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=7/FieldPos404_Cam01_RGB_MB_page_8.png
random_k@k=7,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_5.png,pbs,-3.5,0.8800804018974304,4.38008040189743,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=7/FieldPos404_Cam01_RGB_MB_page_5.png
random_k@k=7,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_10.png,pbs,-1.0,3.373185873031616,4.373185873031616,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=7/FieldPos404_Cam01_RGB_MB_page_10.png
random_k@k=7,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_7.png,pbs,-2.5,1.8496543169021606,4.349654316902161,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=7/FieldPos404_Cam01_RGB_MB_page_7.png
random_k@k=7,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos321_Cam01_RGB_MB/FieldPos321_Cam01_RGB_MB_page_14.png,pbs,0.5,4.82357120513916,4.32357120513916,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/random_k_k=7/FieldPos321_Cam01_RGB_MB_page_14.png
focus_only_topk@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos435_Cam01_RGB_MB/FieldPos435_Cam01_RGB_MB_page_12.png,pbs,4.0,-2.3419435024261475,6.3419435024261475,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=1/FieldPos435_Cam01_RGB_MB_page_12.png
focus_only_topk@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_3.png,pbs,-4.5,0.5519102811813354,5.0519102811813354,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=1/FieldPos404_Cam01_RGB_MB_page_3.png
focus_only_topk@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos217_Cam01_RGB_MB/FieldPos217_Cam01_RGB_MB_page_6.png,pbs,2.0,-2.8939225673675537,4.893922567367554,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=1/FieldPos217_Cam01_RGB_MB_page_6.png
focus_only_topk@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos085_Cam01_RGB_MB/FieldPos085_Cam01_RGB_MB_page_8.png,pbs,2.5,-2.193617105484009,4.693617105484009,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=1/FieldPos085_Cam01_RGB_MB_page_8.png
focus_only_topk@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_8.png,pbs,-2.0,2.645751476287842,4.645751476287842,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=1/FieldPos404_Cam01_RGB_MB_page_8.png
focus_only_topk@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_9.png,pbs,-1.5,3.041069269180298,4.541069269180298,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=1/FieldPos404_Cam01_RGB_MB_page_9.png
focus_only_topk@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_6.png,pbs,-3.0,1.5174975395202637,4.517497539520264,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=1/FieldPos404_Cam01_RGB_MB_page_6.png
focus_only_topk@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_7.png,pbs,-2.5,2.014904499053955,4.514904499053955,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=1/FieldPos404_Cam01_RGB_MB_page_7.png
focus_only_topk@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_4.png,pbs,-4.0,0.5007128715515137,4.500712871551514,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=1/FieldPos404_Cam01_RGB_MB_page_4.png
focus_only_topk@k=1,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_5.png,pbs,-3.5,0.8956972360610962,4.395697236061096,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=1/FieldPos404_Cam01_RGB_MB_page_5.png
focus_only_topk@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_3.png,pbs,-4.5,0.5519102811813354,5.0519102811813354,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=3/FieldPos404_Cam01_RGB_MB_page_3.png
focus_only_topk@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_6.png,pbs,-3.0,1.6593552827835083,4.659355282783508,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=3/FieldPos404_Cam01_RGB_MB_page_6.png
focus_only_topk@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos085_Cam01_RGB_MB/FieldPos085_Cam01_RGB_MB_page_8.png,pbs,2.5,-2.105447769165039,4.605447769165039,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=3/FieldPos085_Cam01_RGB_MB_page_8.png
focus_only_topk@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_4.png,pbs,-4.0,0.5165778398513794,4.516577839851379,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=3/FieldPos404_Cam01_RGB_MB_page_4.png
focus_only_topk@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_12.png,pbs,-0.0,4.512403964996338,4.512403964996338,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=3/FieldPos404_Cam01_RGB_MB_page_12.png
focus_only_topk@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_9.png,pbs,-1.5,2.927535057067871,4.427535057067871,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=3/FieldPos404_Cam01_RGB_MB_page_9.png
focus_only_topk@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_5.png,pbs,-3.5,0.8956972360610962,4.395697236061096,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=3/FieldPos404_Cam01_RGB_MB_page_5.png
focus_only_topk@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_7.png,pbs,-2.5,1.8602710962295532,4.360271096229553,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=3/FieldPos404_Cam01_RGB_MB_page_7.png
focus_only_topk@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos321_Cam01_RGB_MB/FieldPos321_Cam01_RGB_MB_page_13.png,pbs,-0.0,4.34024715423584,4.34024715423584,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=3/FieldPos321_Cam01_RGB_MB_page_13.png
focus_only_topk@k=3,/home/dineth/focus_measure/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos404_Cam01_RGB_MB/FieldPos404_Cam01_RGB_MB_page_11.png,pbs,-0.5,3.8064687252044678,4.306468725204468,/home/dineth/focus_measure/journal/Regression/data/out_final_phase/smears/evaluation/qualitative_failure_panels/focus_only_topk_k=3/FieldPos404_Cam01_RGB_MB_page_11.png
